datum,station,datum,feinstaubbelastung,ozonbelastung,stickstoffoxid,luftqualität
2022-09-21 01:00:00,DEBW046,2022-09-21 01:00:00,7.0,6,23,gut
2022-09-21 02:00:00,DEBW046,2022-09-21 02:00:00,8.0,17,13,sehr gut
2022-09-21 03:00:00,DEBW046,2022-09-21 03:00:00,8.0,-,11,sehr gut
2022-09-21 04:00:00,DEBW046,2022-09-21 04:00:00,8.0,14,10,sehr gut
2022-09-21 05:00:00,DEBW046,2022-09-21 05:00:00,8.0,8,13,sehr gut
2022-09-21 06:00:00,DEBW046,2022-09-21 06:00:00,8.0,3,18,sehr gut
2022-09-21 07:00:00,DEBW046,2022-09-21 07:00:00,8.0,1,19,sehr gut
2022-09-21 08:00:00,DEBW046,2022-09-21 08:00:00,8.0,3,22,gut
2022-09-21 09:00:00,DEBW046,2022-09-21 09:00:00,9.0,7,21,gut
2022-09-21 10:00:00,DEBW046,2022-09-21 10:00:00,9.0,21,15,sehr gut
2022-09-21 11:00:00,DEBW046,2022-09-21 11:00:00,9.0,31,13,sehr gut
2022-09-21 12:00:00,DEBW046,2022-09-21 12:00:00,9.0,60,6,sehr gut
2022-09-21 13:00:00,DEBW046,2022-09-21 13:00:00,9.0,66,5,gut
2022-09-21 14:00:00,DEBW046,2022-09-21 14:00:00,9.0,69,7,gut
2022-09-21 15:00:00,DEBW046,2022-09-21 15:00:00,9.0,72,7,gut
2022-09-21 16:00:00,DEBW046,2022-09-21 16:00:00,9.0,75,7,gut
2022-09-21 17:00:00,DEBW046,2022-09-21 17:00:00,9.0,77,6,gut
2022-09-21 18:00:00,DEBW046,2022-09-21 18:00:00,9.0,74,7,gut
2022-09-21 19:00:00,DEBW046,2022-09-21 19:00:00,9.0,72,7,gut
2022-09-21 20:00:00,DEBW046,2022-09-21 20:00:00,8.0,58,14,sehr gut
2022-09-21 21:00:00,DEBW046,2022-09-21 21:00:00,8.0,43,18,sehr gut
2022-09-21 22:00:00,DEBW046,2022-09-21 22:00:00,8.0,33,22,gut
2022-09-21 23:00:00,DEBW046,2022-09-21 23:00:00,8.0,34,19,sehr gut
2022-09-22 00:00:00,DEBW046,2022-09-22 00:00:00,8.0,33,15,sehr gut
2022-09-22 01:00:00,DEBW046,2022-09-22 01:00:00,7.0,29,15,sehr gut
2022-09-22 02:00:00,DEBW046,2022-09-22 02:00:00,7.0,24,15,sehr gut
2022-09-22 03:00:00,DEBW046,2022-09-22 03:00:00,7.0,22,15,sehr gut
2022-09-22 04:00:00,DEBW046,2022-09-22 04:00:00,7.0,-,14,sehr gut
2022-09-22 05:00:00,DEBW046,2022-09-22 05:00:00,7.0,18,15,sehr gut
2022-09-22 06:00:00,DEBW046,2022-09-22 06:00:00,7.0,17,15,sehr gut
2022-09-22 07:00:00,DEBW046,2022-09-22 07:00:00,7.0,13,19,sehr gut
2022-09-22 08:00:00,DEBW046,2022-09-22 08:00:00,7.0,5,27,gut
2022-09-22 09:00:00,DEBW046,2022-09-22 09:00:00,7.0,13,22,gut
2022-09-22 10:00:00,DEBW046,2022-09-22 10:00:00,7.0,25,14,sehr gut
2022-09-22 11:00:00,DEBW046,2022-09-22 11:00:00,7.0,37,10,sehr gut
2022-09-22 12:00:00,DEBW046,2022-09-22 12:00:00,7.0,53,10,sehr gut
2022-09-22 13:00:00,DEBW046,2022-09-22 13:00:00,7.0,65,6,gut
2022-09-22 14:00:00,DEBW046,2022-09-22 14:00:00,7.0,73,7,gut
2022-09-22 15:00:00,DEBW046,2022-09-22 15:00:00,7.0,77,6,gut
2022-09-22 16:00:00,DEBW046,2022-09-22 16:00:00,7.0,75,7,gut
2022-09-22 17:00:00,DEBW046,2022-09-22 17:00:00,7.0,77,7,gut
2022-09-22 18:00:00,DEBW046,2022-09-22 18:00:00,7.0,73,9,gut
2022-09-22 19:00:00,DEBW046,2022-09-22 19:00:00,7.0,69,9,gut
2022-09-22 20:00:00,DEBW046,2022-09-22 20:00:00,7.0,48,19,sehr gut
2022-09-22 21:00:00,DEBW046,2022-09-22 21:00:00,7.0,41,18,sehr gut
2022-09-22 22:00:00,DEBW046,2022-09-22 22:00:00,7.0,20,36,gut
2022-09-22 23:00:00,DEBW046,2022-09-22 23:00:00,8.0,14,40,gut
2022-09-23 00:00:00,DEBW046,2022-09-23 00:00:00,8.0,17,31,gut
2022-09-23 01:00:00,DEBW046,2022-09-23 01:00:00,8.0,18,25,gut
2022-09-23 02:00:00,DEBW046,2022-09-23 02:00:00,8.0,12,26,gut
2022-09-23 03:00:00,DEBW046,2022-09-23 03:00:00,8.0,8,22,gut
2022-09-23 04:00:00,DEBW046,2022-09-23 04:00:00,8.0,2,24,gut
2022-09-23 05:00:00,DEBW046,2022-09-23 05:00:00,8.0,-,-,sehr gut
2022-09-23 06:00:00,DEBW046,2022-09-23 06:00:00,9.0,0.9,17,sehr gut
2022-09-23 07:00:00,DEBW046,2022-09-23 07:00:00,9.0,0.9,18,sehr gut
2022-09-23 08:00:00,DEBW046,2022-09-23 08:00:00,9.0,2,19,sehr gut
2022-09-23 09:00:00,DEBW046,2022-09-23 09:00:00,9.0,4,22,gut
2022-09-23 10:00:00,DEBW046,2022-09-23 10:00:00,9.0,7,21,gut
2022-09-23 11:00:00,DEBW046,2022-09-23 11:00:00,10.0,22,16,sehr gut
2022-09-23 12:00:00,DEBW046,2022-09-23 12:00:00,10.0,49,8,sehr gut
2022-09-23 13:00:00,DEBW046,2022-09-23 13:00:00,10.0,55,8,sehr gut
2022-09-23 14:00:00,DEBW046,2022-09-23 14:00:00,11.0,70,7,gut
2022-09-23 15:00:00,DEBW046,2022-09-23 15:00:00,11.0,90,5,gut
2022-09-23 16:00:00,DEBW046,2022-09-23 16:00:00,11.0,98,5,gut
2022-09-23 17:00:00,DEBW046,2022-09-23 17:00:00,12.0,101,5,gut
2022-09-23 18:00:00,DEBW046,2022-09-23 18:00:00,12.0,92,6,gut
2022-09-23 19:00:00,DEBW046,2022-09-23 19:00:00,12.0,79,9,gut
2022-09-23 20:00:00,DEBW046,2022-09-23 20:00:00,13.0,47,30,gut
2022-09-23 21:00:00,DEBW046,2022-09-23 21:00:00,13.0,30,35,gut
2022-09-23 22:00:00,DEBW046,2022-09-23 22:00:00,13.0,16,35,gut
2022-09-23 23:00:00,DEBW046,2022-09-23 23:00:00,14.0,12,34,gut
2022-09-24 00:00:00,DEBW046,2022-09-24 00:00:00,14.0,16,23,gut
2022-09-24 01:00:00,DEBW046,2022-09-24 01:00:00,14.0,11,22,gut
2022-09-24 02:00:00,DEBW046,2022-09-24 02:00:00,14.0,4,24,gut
2022-09-24 03:00:00,DEBW046,2022-09-24 03:00:00,15.0,3,25,gut
2022-09-24 04:00:00,DEBW046,2022-09-24 04:00:00,15.0,3,21,gut
2022-09-24 05:00:00,DEBW046,2022-09-24 05:00:00,15.0,3,19,sehr gut
2022-09-24 06:00:00,DEBW046,2022-09-24 06:00:00,15.0,-,18,sehr gut
2022-09-24 07:00:00,DEBW046,2022-09-24 07:00:00,16.0,8,21,gut
2022-09-24 08:00:00,DEBW046,2022-09-24 08:00:00,16.0,17,16,sehr gut
2022-09-24 09:00:00,DEBW046,2022-09-24 09:00:00,16.0,34,8,sehr gut
2022-09-24 10:00:00,DEBW046,2022-09-24 10:00:00,15.0,25,13,sehr gut
2022-09-24 11:00:00,DEBW046,2022-09-24 11:00:00,15.0,35,8,sehr gut
2022-09-24 12:00:00,DEBW046,2022-09-24 12:00:00,15.0,52,7,sehr gut
2022-09-24 13:00:00,DEBW046,2022-09-24 13:00:00,14.0,56,7,sehr gut
2022-09-24 14:00:00,DEBW046,2022-09-24 14:00:00,14.0,73,3,gut
2022-09-24 15:00:00,DEBW046,2022-09-24 15:00:00,13.0,80,3,gut
2022-09-24 16:00:00,DEBW046,2022-09-24 16:00:00,13.0,76,3,gut
2022-09-24 17:00:00,DEBW046,2022-09-24 17:00:00,13.0,74,4,gut
2022-09-24 18:00:00,DEBW046,2022-09-24 18:00:00,12.0,70,5,gut
2022-09-24 19:00:00,DEBW046,2022-09-24 19:00:00,12.0,56,6,sehr gut
2022-09-24 20:00:00,DEBW046,2022-09-24 20:00:00,12.0,45,9,sehr gut
2022-09-24 21:00:00,DEBW046,2022-09-24 21:00:00,11.0,30,17,sehr gut
2022-09-24 22:00:00,DEBW046,2022-09-24 22:00:00,11.0,15,18,sehr gut
2022-09-24 23:00:00,DEBW046,2022-09-24 23:00:00,11.0,14,16,sehr gut
2022-09-25 00:00:00,DEBW046,2022-09-25 00:00:00,10.0,6,17,sehr gut
2022-09-25 01:00:00,DEBW046,2022-09-25 01:00:00,10.0,4,18,sehr gut
2022-09-25 02:00:00,DEBW046,2022-09-25 02:00:00,10.0,4,12,sehr gut
2022-09-25 03:00:00,DEBW046,2022-09-25 03:00:00,10.0,-,14,sehr gut
2022-09-25 04:00:00,DEBW046,2022-09-25 04:00:00,9.0,4,16,sehr gut
2022-09-25 05:00:00,DEBW046,2022-09-25 05:00:00,9.0,20,15,sehr gut
2022-09-25 06:00:00,DEBW046,2022-09-25 06:00:00,9.0,38,7,sehr gut
2022-09-25 07:00:00,DEBW046,2022-09-25 07:00:00,8.0,40,4,sehr gut
2022-09-25 08:00:00,DEBW046,2022-09-25 08:00:00,8.0,40,7,sehr gut
2022-09-25 09:00:00,DEBW046,2022-09-25 09:00:00,8.0,37,9,sehr gut
2022-09-25 10:00:00,DEBW046,2022-09-25 10:00:00,8.0,41,10,sehr gut
2022-09-25 11:00:00,DEBW046,2022-09-25 11:00:00,8.0,44,6,sehr gut
2022-09-25 12:00:00,DEBW046,2022-09-25 12:00:00,8.0,52,6,sehr gut
2022-09-25 13:00:00,DEBW046,2022-09-25 13:00:00,8.0,57,3,sehr gut
2022-09-25 14:00:00,DEBW046,2022-09-25 14:00:00,8.0,59,3,sehr gut
2022-09-25 15:00:00,DEBW046,2022-09-25 15:00:00,8.0,72,3,gut
2022-09-25 16:00:00,DEBW046,2022-09-25 16:00:00,8.0,70,5,gut
2022-09-25 17:00:00,DEBW046,2022-09-25 17:00:00,8.0,74,3,gut
2022-09-25 18:00:00,DEBW046,2022-09-25 18:00:00,8.0,51,9,sehr gut
2022-09-25 19:00:00,DEBW046,2022-09-25 19:00:00,8.0,34,14,sehr gut
2022-09-25 20:00:00,DEBW046,2022-09-25 20:00:00,8.0,35,7,sehr gut
2022-09-25 21:00:00,DEBW046,2022-09-25 21:00:00,8.0,32,6,sehr gut
2022-09-25 22:00:00,DEBW046,2022-09-25 22:00:00,8.0,35,5,sehr gut
2022-09-25 23:00:00,DEBW046,2022-09-25 23:00:00,8.0,34,6,sehr gut
2022-09-26 00:00:00,DEBW046,2022-09-26 00:00:00,8.0,35,8,sehr gut
2022-09-26 01:00:00,DEBW046,2022-09-26 01:00:00,8.0,29,5,sehr gut
2022-09-26 02:00:00,DEBW046,2022-09-26 02:00:00,8.0,26,3,sehr gut
2022-09-26 03:00:00,DEBW046,2022-09-26 03:00:00,8.0,21,5,sehr gut
2022-09-26 04:00:00,DEBW046,2022-09-26 04:00:00,8.0,-,5,sehr gut
2022-09-26 05:00:00,DEBW046,2022-09-26 05:00:00,8.0,33,2,sehr gut
2022-09-26 06:00:00,DEBW046,2022-09-26 06:00:00,8.0,24,-,sehr gut
2022-09-26 07:00:00,DEBW046,2022-09-26 07:00:00,8.0,18,9,sehr gut
2022-09-26 08:00:00,DEBW046,2022-09-26 08:00:00,8.0,18,12,sehr gut
2022-09-26 09:00:00,DEBW046,2022-09-26 09:00:00,8.0,27,10,sehr gut
2022-09-26 10:00:00,DEBW046,2022-09-26 10:00:00,8.0,39,9,sehr gut
2022-09-26 11:00:00,DEBW046,2022-09-26 11:00:00,8.0,53,5,sehr gut
2022-09-26 12:00:00,DEBW046,2022-09-26 12:00:00,7.0,57,4,sehr gut
2022-09-26 13:00:00,DEBW046,2022-09-26 13:00:00,7.0,68,3,gut
2022-09-26 14:00:00,DEBW046,2022-09-26 14:00:00,7.0,73,2,gut
2022-09-26 15:00:00,DEBW046,2022-09-26 15:00:00,7.0,77,2,gut
2022-09-26 16:00:00,DEBW046,2022-09-26 16:00:00,7.0,77,2,gut
2022-09-26 17:00:00,DEBW046,2022-09-26 17:00:00,7.0,76,3,gut
2022-09-26 18:00:00,DEBW046,2022-09-26 18:00:00,7.0,72,4,gut
2022-09-26 19:00:00,DEBW046,2022-09-26 19:00:00,7.0,65,6,gut
2022-09-26 20:00:00,DEBW046,2022-09-26 20:00:00,7.0,56,7,sehr gut
2022-09-26 21:00:00,DEBW046,2022-09-26 21:00:00,7.0,56,5,sehr gut
2022-09-26 22:00:00,DEBW046,2022-09-26 22:00:00,6.0,54,6,sehr gut
2022-09-26 23:00:00,DEBW046,2022-09-26 23:00:00,6.0,52,6,sehr gut
2022-09-27 00:00:00,DEBW046,2022-09-27 00:00:00,6.0,60,4,sehr gut
2022-09-27 01:00:00,DEBW046,2022-09-27 01:00:00,6.0,69,2,gut
2022-09-27 02:00:00,DEBW046,2022-09-27 02:00:00,6.0,68,2,gut
2022-09-27 03:00:00,DEBW046,2022-09-27 03:00:00,5.0,70,1,gut
2022-09-27 04:00:00,DEBW046,2022-09-27 04:00:00,5.0,68,1,gut
2022-09-27 05:00:00,DEBW046,2022-09-27 05:00:00,5.0,-,2,sehr gut
2022-09-27 06:00:00,DEBW046,2022-09-27 06:00:00,5.0,67,2,gut
2022-09-27 07:00:00,DEBW046,2022-09-27 07:00:00,4.0,61,2,gut
2022-09-27 08:00:00,DEBW046,2022-09-27 08:00:00,4.0,54,6,sehr gut
2022-09-27 09:00:00,DEBW046,2022-09-27 09:00:00,4.0,57,5,sehr gut
2022-09-27 10:00:00,DEBW046,2022-09-27 10:00:00,4.0,56,3,sehr gut
2022-09-27 11:00:00,DEBW046,2022-09-27 11:00:00,4.0,54,4,sehr gut
2022-09-27 12:00:00,DEBW046,2022-09-27 12:00:00,4.0,51,4,sehr gut
2022-09-27 13:00:00,DEBW046,2022-09-27 13:00:00,4.0,52,3,sehr gut
2022-09-27 14:00:00,DEBW046,2022-09-27 14:00:00,4.0,55,2,sehr gut
2022-09-27 15:00:00,DEBW046,2022-09-27 15:00:00,4.0,58,2,sehr gut
2022-09-27 16:00:00,DEBW046,2022-09-27 16:00:00,3.0,58,2,sehr gut
2022-09-27 17:00:00,DEBW046,2022-09-27 17:00:00,3.0,58,3,sehr gut
2022-09-27 18:00:00,DEBW046,2022-09-27 18:00:00,3.0,59,2,sehr gut
2022-09-27 19:00:00,DEBW046,2022-09-27 19:00:00,3.0,56,3,sehr gut
2022-09-27 20:00:00,DEBW046,2022-09-27 20:00:00,3.0,51,5,sehr gut
2022-09-27 21:00:00,DEBW046,2022-09-27 21:00:00,3.0,49,4,sehr gut
2022-09-27 22:00:00,DEBW046,2022-09-27 22:00:00,3.0,54,3,sehr gut
2022-09-27 23:00:00,DEBW046,2022-09-27 23:00:00,3.0,55,2,sehr gut
2022-09-28 00:00:00,DEBW046,2022-09-28 00:00:00,3.0,52,2,sehr gut
2022-09-28 01:00:00,DEBW046,2022-09-28 01:00:00,2.0,54,2,sehr gut
2022-09-28 02:00:00,DEBW046,2022-09-28 02:00:00,2.0,53,2,sehr gut
2022-09-28 03:00:00,DEBW046,2022-09-28 03:00:00,2.0,53,2,sehr gut
2022-09-28 04:00:00,DEBW046,2022-09-28 04:00:00,2.0,53,3,sehr gut
2022-09-28 05:00:00,DEBW046,2022-09-28 05:00:00,2.0,55,3,sehr gut
2022-09-28 06:00:00,DEBW046,2022-09-28 06:00:00,3.0,-,2,sehr gut
2022-09-28 07:00:00,DEBW046,2022-09-28 07:00:00,3.0,51,6,sehr gut
2022-09-28 08:00:00,DEBW046,2022-09-28 08:00:00,3.0,49,6,sehr gut
2022-09-28 09:00:00,DEBW046,2022-09-28 09:00:00,3.0,44,6,sehr gut
2022-09-28 10:00:00,DEBW046,2022-09-28 10:00:00,3.0,41,7,sehr gut
2022-09-28 11:00:00,DEBW046,2022-09-28 11:00:00,3.0,55,5,sehr gut
2022-09-28 12:00:00,DEBW046,2022-09-28 12:00:00,2.0,47,8,sehr gut
2022-09-28 13:00:00,DEBW046,2022-09-28 13:00:00,2.0,50,9,sehr gut
2022-09-28 14:00:00,DEBW046,2022-09-28 14:00:00,2.0,58,8,sehr gut
2022-09-28 15:00:00,DEBW046,2022-09-28 15:00:00,2.0,49,10,sehr gut
2022-09-28 16:00:00,DEBW046,2022-09-28 16:00:00,2.0,45,12,sehr gut
2022-09-28 17:00:00,DEBW046,2022-09-28 17:00:00,2.0,43,15,sehr gut
2022-09-28 18:00:00,DEBW046,2022-09-28 18:00:00,2.0,52,8,sehr gut
2022-09-28 19:00:00,DEBW046,2022-09-28 19:00:00,3.0,46,9,sehr gut
2022-09-28 20:00:00,DEBW046,2022-09-28 20:00:00,3.0,42,9,sehr gut
2022-09-28 21:00:00,DEBW046,2022-09-28 21:00:00,3.0,43,7,sehr gut
2022-09-28 22:00:00,DEBW046,2022-09-28 22:00:00,3.0,45,6,sehr gut
2022-09-28 23:00:00,DEBW046,2022-09-28 23:00:00,3.0,39,7,sehr gut
2022-09-29 00:00:00,DEBW046,2022-09-29 00:00:00,3.0,43,5,sehr gut
2022-09-29 01:00:00,DEBW046,2022-09-29 01:00:00,3.0,46,3,sehr gut
2022-09-29 02:00:00,DEBW046,2022-09-29 02:00:00,3.0,41,4,sehr gut
2022-09-29 03:00:00,DEBW046,2022-09-29 03:00:00,3.0,-,-,sehr gut
2022-09-29 04:00:00,DEBW046,2022-09-29 04:00:00,3.0,40,3,sehr gut
2022-09-29 05:00:00,DEBW046,2022-09-29 05:00:00,3.0,33,6,sehr gut
2022-09-29 06:00:00,DEBW046,2022-09-29 06:00:00,3.0,25,13,sehr gut
2022-09-29 07:00:00,DEBW046,2022-09-29 07:00:00,4.0,20,19,sehr gut
2022-09-29 08:00:00,DEBW046,2022-09-29 08:00:00,4.0,10,27,gut
2022-09-29 09:00:00,DEBW046,2022-09-29 09:00:00,4.0,17,23,gut
2022-09-29 10:00:00,DEBW046,2022-09-29 10:00:00,4.0,25,24,gut
2022-09-29 11:00:00,DEBW046,2022-09-29 11:00:00,4.0,41,20,sehr gut
2022-09-29 12:00:00,DEBW046,2022-09-29 12:00:00,4.0,59,7,sehr gut
2022-09-29 13:00:00,DEBW046,2022-09-29 13:00:00,4.0,62,7,gut
2022-09-29 14:00:00,DEBW046,2022-09-29 14:00:00,4.0,63,7,gut
2022-09-29 15:00:00,DEBW046,2022-09-29 15:00:00,4.0,65,4,gut
2022-09-29 16:00:00,DEBW046,2022-09-29 16:00:00,4.0,63,5,gut
2022-09-29 17:00:00,DEBW046,2022-09-29 17:00:00,4.0,52,10,sehr gut
2022-09-29 18:00:00,DEBW046,2022-09-29 18:00:00,4.0,47,10,sehr gut
2022-09-29 19:00:00,DEBW046,2022-09-29 19:00:00,4.0,36,11,sehr gut
2022-09-29 20:00:00,DEBW046,2022-09-29 20:00:00,4.0,21,18,sehr gut
2022-09-29 21:00:00,DEBW046,2022-09-29 21:00:00,4.0,13,19,sehr gut
2022-09-29 22:00:00,DEBW046,2022-09-29 22:00:00,4.0,6,18,sehr gut
2022-09-29 23:00:00,DEBW046,2022-09-29 23:00:00,5.0,3,20,sehr gut
2022-09-30 00:00:00,DEBW046,2022-09-30 00:00:00,5.0,3,19,sehr gut
2022-09-30 01:00:00,DEBW046,2022-09-30 01:00:00,5.0,1,12,sehr gut
2022-09-30 02:00:00,DEBW046,2022-09-30 02:00:00,5.0,1,8,sehr gut
2022-09-30 03:00:00,DEBW046,2022-09-30 03:00:00,5.0,1,11,sehr gut
2022-09-30 04:00:00,DEBW046,2022-09-30 04:00:00,5.0,-,14,sehr gut
2022-09-30 05:00:00,DEBW046,2022-09-30 05:00:00,5.0,4,14,sehr gut
2022-09-30 06:00:00,DEBW046,2022-09-30 06:00:00,5.0,2,14,sehr gut
2022-09-30 07:00:00,DEBW046,2022-09-30 07:00:00,5.0,6,11,sehr gut
2022-09-30 08:00:00,DEBW046,2022-09-30 08:00:00,5.0,6,14,sehr gut
2022-09-30 09:00:00,DEBW046,2022-09-30 09:00:00,5.0,10,10,sehr gut
2022-09-30 10:00:00,DEBW046,2022-09-30 10:00:00,5.0,14,10,sehr gut
2022-09-30 11:00:00,DEBW046,2022-09-30 11:00:00,5.0,14,14,sehr gut
2022-09-30 12:00:00,DEBW046,2022-09-30 12:00:00,6.0,18,12,sehr gut
2022-09-30 13:00:00,DEBW046,2022-09-30 13:00:00,6.0,25,13,sehr gut
2022-09-30 14:00:00,DEBW046,2022-09-30 14:00:00,6.0,33,9,sehr gut
2022-09-30 15:00:00,DEBW046,2022-09-30 15:00:00,6.0,38,9,sehr gut
2022-09-30 16:00:00,DEBW046,2022-09-30 16:00:00,6.0,43,7,sehr gut
2022-09-30 17:00:00,DEBW046,2022-09-30 17:00:00,7.0,45,7,sehr gut
2022-09-30 18:00:00,DEBW046,2022-09-30 18:00:00,7.0,42,8,sehr gut
2022-09-30 19:00:00,DEBW046,2022-09-30 19:00:00,7.0,36,10,sehr gut
2022-09-30 20:00:00,DEBW046,2022-09-30 20:00:00,7.0,8,24,gut
2022-09-30 21:00:00,DEBW046,2022-09-30 21:00:00,7.0,1,20,sehr gut
2022-09-30 22:00:00,DEBW046,2022-09-30 22:00:00,8.0,1,14,sehr gut
2022-09-30 23:00:00,DEBW046,2022-09-30 23:00:00,8.0,1,11,sehr gut
2022-10-01 00:00:00,DEBW046,2022-10-01 00:00:00,8.0,1,12,sehr gut
2022-10-01 01:00:00,DEBW046,2022-10-01 01:00:00,8.0,1,12,sehr gut
2022-10-01 02:00:00,DEBW046,2022-10-01 02:00:00,8.0,0.8,11,sehr gut
2022-10-01 03:00:00,DEBW046,2022-10-01 03:00:00,8.0,0.9,11,sehr gut
2022-10-01 04:00:00,DEBW046,2022-10-01 04:00:00,8.0,0.9,11,sehr gut
2022-10-01 05:00:00,DEBW046,2022-10-01 05:00:00,9.0,-,12,sehr gut
2022-10-01 06:00:00,DEBW046,2022-10-01 06:00:00,9.0,19,11,sehr gut
2022-10-01 07:00:00,DEBW046,2022-10-01 07:00:00,9.0,21,10,sehr gut
2022-10-01 08:00:00,DEBW046,2022-10-01 08:00:00,10.0,20,8,sehr gut
2022-10-01 09:00:00,DEBW046,2022-10-01 09:00:00,10.0,20,8,sehr gut
2022-10-01 10:00:00,DEBW046,2022-10-01 10:00:00,10.0,27,7,sehr gut
2022-10-01 11:00:00,DEBW046,2022-10-01 11:00:00,10.0,35,6,sehr gut
2022-10-01 12:00:00,DEBW046,2022-10-01 12:00:00,10.0,50,4,sehr gut
2022-10-01 13:00:00,DEBW046,2022-10-01 13:00:00,10.0,52,4,sehr gut
2022-10-01 14:00:00,DEBW046,2022-10-01 14:00:00,10.0,50,5,sehr gut
2022-10-01 15:00:00,DEBW046,2022-10-01 15:00:00,10.0,54,4,sehr gut
2022-10-01 16:00:00,DEBW046,2022-10-01 16:00:00,9.0,55,4,sehr gut
2022-10-01 17:00:00,DEBW046,2022-10-01 17:00:00,9.0,58,3,sehr gut
2022-10-01 18:00:00,DEBW046,2022-10-01 18:00:00,9.0,61,3,gut
2022-10-01 19:00:00,DEBW046,2022-10-01 19:00:00,9.0,54,3,sehr gut
2022-10-01 20:00:00,DEBW046,2022-10-01 20:00:00,8.0,49,4,sehr gut
2022-10-01 21:00:00,DEBW046,2022-10-01 21:00:00,8.0,50,3,sehr gut
2022-10-01 22:00:00,DEBW046,2022-10-01 22:00:00,8.0,48,2,sehr gut
2022-10-01 23:00:00,DEBW046,2022-10-01 23:00:00,7.0,43,2,sehr gut
2022-10-02 00:00:00,DEBW046,2022-10-02 00:00:00,7.0,43,2,sehr gut
2022-10-02 01:00:00,DEBW046,2022-10-02 01:00:00,6.0,43,2,sehr gut
2022-10-02 02:00:00,DEBW046,2022-10-02 02:00:00,6.0,39,3,sehr gut
2022-10-02 03:00:00,DEBW046,2022-10-02 03:00:00,6.0,39,2,sehr gut
2022-10-02 04:00:00,DEBW046,2022-10-02 04:00:00,5.0,35,-,sehr gut
2022-10-02 05:00:00,DEBW046,2022-10-02 05:00:00,5.0,32,8,sehr gut
2022-10-02 06:00:00,DEBW046,2022-10-02 06:00:00,5.0,-,5,sehr gut
2022-10-02 07:00:00,DEBW046,2022-10-02 07:00:00,4.0,38,4,sehr gut
2022-10-02 08:00:00,DEBW046,2022-10-02 08:00:00,4.0,36,3,sehr gut
2022-10-02 09:00:00,DEBW046,2022-10-02 09:00:00,4.0,39,2,sehr gut
2022-10-02 10:00:00,DEBW046,2022-10-02 10:00:00,4.0,52,2,sehr gut
2022-10-02 11:00:00,DEBW046,2022-10-02 11:00:00,3.0,58,1,sehr gut
2022-10-02 12:00:00,DEBW046,2022-10-02 12:00:00,3.0,59,0.8,sehr gut
2022-10-02 13:00:00,DEBW046,2022-10-02 13:00:00,3.0,56,0.7,sehr gut
2022-10-02 14:00:00,DEBW046,2022-10-02 14:00:00,3.0,51,1,sehr gut
2022-10-02 15:00:00,DEBW046,2022-10-02 15:00:00,3.0,44,2,sehr gut
2022-10-02 16:00:00,DEBW046,2022-10-02 16:00:00,3.0,43,1,sehr gut
2022-10-02 17:00:00,DEBW046,2022-10-02 17:00:00,3.0,44,2,sehr gut
2022-10-02 18:00:00,DEBW046,2022-10-02 18:00:00,3.0,50,2,sehr gut
2022-10-02 19:00:00,DEBW046,2022-10-02 19:00:00,3.0,50,4,sehr gut
2022-10-02 20:00:00,DEBW046,2022-10-02 20:00:00,3.0,35,7,sehr gut
2022-10-02 21:00:00,DEBW046,2022-10-02 21:00:00,3.0,35,7,sehr gut
2022-10-02 22:00:00,DEBW046,2022-10-02 22:00:00,3.0,55,4,sehr gut
2022-10-02 23:00:00,DEBW046,2022-10-02 23:00:00,3.0,44,6,sehr gut
2022-10-03 00:00:00,DEBW046,2022-10-03 00:00:00,3.0,49,3,sehr gut
2022-10-03 01:00:00,DEBW046,2022-10-03 01:00:00,3.0,53,4,sehr gut
2022-10-03 02:00:00,DEBW046,2022-10-03 02:00:00,3.0,56,4,sehr gut
2022-10-03 03:00:00,DEBW046,2022-10-03 03:00:00,3.0,-,5,sehr gut
2022-10-03 04:00:00,DEBW046,2022-10-03 04:00:00,3.0,32,6,sehr gut
2022-10-03 05:00:00,DEBW046,2022-10-03 05:00:00,3.0,22,7,sehr gut
2022-10-03 06:00:00,DEBW046,2022-10-03 06:00:00,3.0,21,8,sehr gut
2022-10-03 07:00:00,DEBW046,2022-10-03 07:00:00,3.0,19,9,sehr gut
2022-10-03 08:00:00,DEBW046,2022-10-03 08:00:00,3.0,13,10,sehr gut
2022-10-03 09:00:00,DEBW046,2022-10-03 09:00:00,3.0,17,11,sehr gut
2022-10-03 10:00:00,DEBW046,2022-10-03 10:00:00,3.0,16,10,sehr gut
2022-10-03 11:00:00,DEBW046,2022-10-03 11:00:00,3.0,34,8,sehr gut
2022-10-03 12:00:00,DEBW046,2022-10-03 12:00:00,3.0,56,4,sehr gut
2022-10-03 13:00:00,DEBW046,2022-10-03 13:00:00,4.0,66,2,gut
2022-10-03 14:00:00,DEBW046,2022-10-03 14:00:00,4.0,70,1,gut
2022-10-03 15:00:00,DEBW046,2022-10-03 15:00:00,4.0,71,1,gut
2022-10-03 16:00:00,DEBW046,2022-10-03 16:00:00,4.0,72,2,gut
2022-10-03 17:00:00,DEBW046,2022-10-03 17:00:00,4.0,70,2,gut
2022-10-03 18:00:00,DEBW046,2022-10-03 18:00:00,5.0,67,4,gut
2022-10-03 19:00:00,DEBW046,2022-10-03 19:00:00,5.0,56,5,sehr gut
2022-10-03 20:00:00,DEBW046,2022-10-03 20:00:00,5.0,41,7,sehr gut
